currency,city,meal,mcmeal,beer restaurant,milk,rice,potato,water,cigarettes,coffee,ticket,rent,country,latitude,longitude,group,cityproper,overall_rank
€,Varna,"['Meal, Inexpensive Restaurant ', 9.46, 44]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 7.67, 39]","['Domestic Beer (0.5 liter draught) ', 2.56, 59]","['Milk (regular), (1 liter) ', 1.63, 12]","['Rice (white), (1kg) ', 1.88, 80]","['Potato (1kg) ', 0.99, 80]","['Water (1.5 liter bottle) ', 0.57, 71]","['Cigarettes 20 Pack (Marlboro) ', 3.07, 73]","['Cappuccino (regular) ', 1.94, 98]","['One-way Ticket (Local Transport) ', 1.02, 60]","['Apartment (3 bedrooms) in City Centre ', 821.04, 154]",Bulgaria,43.2140504,27.9147333,2,Varna,164
€,Vienna,"['Meal, Inexpensive Restaurant ', 16.75, 13]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 5.0, 30]","['Milk (regular), (1 liter) ', 1.46, 26]","['Rice (white), (1kg) ', 2.32, 55]","['Potato (1kg) ', 1.83, 25]","['Water (1.5 liter bottle) ', 0.74, 57]","['Cigarettes 20 Pack (Marlboro) ', 6.0, 40]","['Cappuccino (regular) ', 3.85, 23]","['One-way Ticket (Local Transport) ', 2.4, 39]","['Apartment (3 bedrooms) in City Centre ', 2067.24, 35]",Austria,48.2081743,16.3738189,2,Vienna,40
€,Vilnius,"['Meal, Inexpensive Restaurant ', 12.0, 30]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.0, 37]","['Domestic Beer (0.5 liter draught) ', 4.5, 35]","['Milk (regular), (1 liter) ', 1.27, 37]","['Rice (white), (1kg) ', 2.29, 58]","['Potato (1kg) ', 0.84, 87]","['Water (1.5 liter bottle) ', 0.8, 51]","['Cigarettes 20 Pack (Marlboro) ', 5.0, 60]","['Cappuccino (regular) ', 3.16, 59]","['One-way Ticket (Local Transport) ', 0.65, 69]","['Apartment (3 bedrooms) in City Centre ', 1336.8, 96]",Lithuania,54.6871555,25.2796514,3,Vilnius,126
€,Warsaw,"['Meal, Inexpensive Restaurant ', 9.36, 45]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.14, 36]","['Domestic Beer (0.5 liter draught) ', 3.63, 46]","['Milk (regular), (1 liter) ', 0.95, 65]","['Rice (white), (1kg) ', 1.51, 97]","['Potato (1kg) ', 0.85, 86]","['Water (1.5 liter bottle) ', 0.61, 67]","['Cigarettes 20 Pack (Marlboro) ', 4.45, 66]","['Cappuccino (regular) ', 3.34, 50]","['One-way Ticket (Local Transport) ', 1.03, 59]","['Apartment (3 bedrooms) in City Centre ', 1723.89, 62]",Poland,52.2296756,21.0122287,3,Warsaw,125
€,Warwick United Kingdom,"['Meal, Inexpensive Restaurant ', 17.8, 12]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.19, 35]","['Domestic Beer (0.5 liter draught) ', 4.63, 34]","['Milk (regular), (1 liter) ', 1.36, 32]","['Rice (white), (1kg) ', 1.74, 89]","['Potato (1kg) ', 1.08, 75]","['Water (1.5 liter bottle) ', 1.36, 17]","['Cigarettes 20 Pack (Marlboro) ', 14.68, 10]","['Cappuccino (regular) ', 3.86, 22]","['One-way Ticket (Local Transport) ', 4.75, 1]","['Apartment (3 bedrooms) in City Centre ', 1305.27, 99]", United Kingdom,52.282316,-1.584927,1,Warwick,52
€,Wroclaw,"['Meal, Inexpensive Restaurant ', 9.36, 45]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 7.02, 45]","['Domestic Beer (0.5 liter draught) ', 3.16, 51]","['Milk (regular), (1 liter) ', 0.91, 69]","['Rice (white), (1kg) ', 1.38, 104]","['Potato (1kg) ', 0.84, 87]","['Water (1.5 liter bottle) ', 0.67, 62]","['Cigarettes 20 Pack (Marlboro) ', 4.21, 70]","['Cappuccino (regular) ', 3.27, 55]","['One-way Ticket (Local Transport) ', 1.08, 58]","['Apartment (3 bedrooms) in City Centre ', 1167.04, 117]",Poland,51.1078852,17.0385376,3,Wroclaw,146
€,Wuerzburg,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 3.9, 42]","['Milk (regular), (1 liter) ', 1.07, 53]","['Rice (white), (1kg) ', 2.73, 29]","['Potato (1kg) ', 1.33, 62]","['Water (1.5 liter bottle) ', 0.67, 62]","['Cigarettes 20 Pack (Marlboro) ', 8.2, 29]","['Cappuccino (regular) ', 3.0, 70]","['One-way Ticket (Local Transport) ', 2.4, 39]","['Apartment (3 bedrooms) in City Centre ', 900.0, 145]", Germany,49.7913044,9.9533548,2,Wuerzburg,109
€,Wuppertal Germany,"['Meal, Inexpensive Restaurant ', 12.0, 30]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.5, 32]","['Domestic Beer (0.5 liter draught) ', 3.5, 48]","['Milk (regular), (1 liter) ', 1.03, 57]","['Rice (white), (1kg) ', 2.71, 31]","['Potato (1kg) ', 1.25, 65]","['Water (1.5 liter bottle) ', 0.64, 65]","['Cigarettes 20 Pack (Marlboro) ', 8.2, 29]","['Cappuccino (regular) ', 3.03, 68]","['One-way Ticket (Local Transport) ', 3.3, 17]","['Apartment (3 bedrooms) in City Centre ', 1200.0, 112]",Germany,51.2562128,7.1507636,2,Wuppertal,105
€,Zagreb,"['Meal, Inexpensive Restaurant ', 10.0, 42]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 7.0, 46]","['Domestic Beer (0.5 liter draught) ', 3.0, 54]","['Milk (regular), (1 liter) ', 1.09, 51]","['Rice (white), (1kg) ', 2.22, 63]","['Potato (1kg) ', 1.07, 76]","['Water (1.5 liter bottle) ', 1.0, 34]","['Cigarettes 20 Pack (Marlboro) ', 4.9, 62]","['Cappuccino (regular) ', 1.93, 99]","['One-way Ticket (Local Transport) ', 0.53, 72]","['Apartment (3 bedrooms) in City Centre ', 1135.43, 119]",Croatia,45.8150108,15.981919,2,Zagreb,154
€,Zaragoza Saragossa,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.5, 21]","['Domestic Beer (0.5 liter draught) ', 3.0, 54]","['Milk (regular), (1 liter) ', 1.07, 53]","['Rice (white), (1kg) ', 1.08, 118]","['Potato (1kg) ', 1.75, 30]","['Water (1.5 liter bottle) ', 0.61, 67]","['Cigarettes 20 Pack (Marlboro) ', 5.6, 46]","['Cappuccino (regular) ', 1.93, 99]","['One-way Ticket (Local Transport) ', 1.5, 51]","['Apartment (3 bedrooms) in City Centre ', 1433.33, 82]",Spain,41.6488226,-0.8890853,2,Zaragoza,121
€,Zurich,"['Meal, Inexpensive Restaurant ', 26.52, 2]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 16.97, 1]","['Domestic Beer (0.5 liter draught) ', 8.49, 4]","['Milk (regular), (1 liter) ', 1.82, 6]","['Rice (white), (1kg) ', 3.73, 4]","['Potato (1kg) ', 2.26, 12]","['Water (1.5 liter bottle) ', 1.07, 30]","['Cigarettes 20 Pack (Marlboro) ', 9.55, 23]","['Cappuccino (regular) ', 5.68, 2]","['One-way Ticket (Local Transport) ', 4.67, 2]","['Apartment (3 bedrooms) in City Centre ', 3902.92, 4]", Switzerland,47.3768866,8.541694,1,Zurich,1
